order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,status,payment_method,shipping_address
1301,1618,247,2024-11-05,,238.36,,Delivered,Credit Card,
1302,2376,261,2024-10-02,,,,Shipped,Credit Card,
1303,1947,419,,,332.14,,Shipped,Crypto,"789 Pine Rd, Chicago"
1304,1747,447,2023-06-14,,,,Delivered,,
1305,1477,204,2024-08-30,,,,Delivered,,"456 Oak Ave, Los Angeles"
1306,1582,406,2024-06-11,,460.51,,Delivered,Credit Card,"456 Oak Ave, Los Angeles"
1307,711,418,2024-01-19,,,,Cancelled,Credit Card,
1308,1257,228,2024-07-31,,,,Returned,Cash,"123 Main St, New York"
1309,917,36,2023-04-29,,373.18,,Processing,Crypto,"456 Oak Ave, Los Angeles"
1310,1620,54,,10.0,309.22,3092.2,Cancelled,,"456 Oak Ave, Los Angeles"
1311,2546,56,,,,,Delivered,Debit Card,
1312,43,24,2023-03-08,,311.85,,Delivered,PayPal,"789 Pine Rd, Chicago"
1313,584,161,2023-01-14,,,,Returned,Credit Card,UNKNOWN
1314,1082,95,2024-09-30,,,,Cancelled,Debit Card,"456 Oak Ave, Los Angeles"
1315,1669,101,,,,,Processing,Credit Card,"456 Oak Ave, Los Angeles"
1316,919,406,,,477.1,,Returned,Debit Card,"456 Oak Ave, Los Angeles"
1317,2479,424,2023-07-25,,,,Cancelled,PayPal,"123 Main St, New York"
1318,348,20,2023-12-10,,,,Unknown,,"456 Oak Ave, Los Angeles"
1319,2767,279,2024-02-19,,,,Delivered,,"789 Pine Rd, Chicago"
1320,2170,201,2024-09-09,,,,Unknown,PayPal,
1321,197,347,2024-03-20,,,,Returned,PayPal,"123 Main St, New York"
1322,1302,208,2023-11-06,,,,Processing,Debit Card,
1323,1517,430,2024-11-22,,,,Returned,Credit Card,
1324,1483,355,,,,,Pending,Debit Card,
1325,933,291,2024-05-25,,,,Unknown,Debit Card,"123 Main St, New York"
1326,1005,5,2024-06-30,8.0,,,Shipped,,UNKNOWN
1327,1326,336,2023-11-19,,468.12,,Unknown,PayPal,"456 Oak Ave, Los Angeles"
1328,272,146,2024-09-08,,,,Shipped,,
1329,1545,382,2024-08-24,,,,Shipped,PayPal,"789 Pine Rd, Chicago"
1330,723,288,2023-10-23,7.0,,,Pending,Debit Card,"456 Oak Ave, Los Angeles"
1331,924,111,2024-02-09,,,,Delivered,Debit Card,"123 Main St, New York"
1332,1023,91,2024-06-03,4.0,,,Processing,Credit Card,"456 Oak Ave, Los Angeles"
1333,1234,319,2024-03-26,,,,Shipped,Credit Card,UNKNOWN
1334,973,414,2024-08-21,3.0,,,Cancelled,,
1335,374,377,2023-04-08,,,,Pending,Credit Card,
1336,1698,109,,2.0,,,Unknown,,
1337,1497,301,2024-09-13,1.0,,,Shipped,PayPal,
1338,252,237,,,,,Returned,PayPal,UNKNOWN
1339,1406,235,,,,,Cancelled,,"789 Pine Rd, Chicago"
1340,1526,156,2024-01-09,,,,Unknown,PayPal,
1341,1248,251,2023-09-21,,,,Processing,,"789 Pine Rd, Chicago"
1342,2646,200,2023-10-30,,,,Pending,PayPal,
1343,552,499,2023-12-23,,,,Processing,PayPal,UNKNOWN
1344,2989,66,2023-09-19,,,,Cancelled,Debit Card,"456 Oak Ave, Los Angeles"
1345,2713,253,2023-06-24,,,,Cancelled,,
1346,739,223,2023-05-05,7.0,216.46,1515.22,Delivered,Cash,"456 Oak Ave, Los Angeles"
1347,1912,376,,,,,Cancelled,,
1348,2470,411,2023-08-14,,,,Cancelled,Credit Card,
1349,952,74,,3.0,,,Pending,Crypto,"789 Pine Rd, Chicago"
1350,2982,492,2023-09-04,6.0,,,Processing,Credit Card,"123 Main St, New York"
1351,1242,38,2024-06-24,,,,Shipped,Cash,UNKNOWN
1352,117,117,2023-03-04,,,,Delivered,Credit Card,"789 Pine Rd, Chicago"
1353,2143,104,2023-02-02,,,,Cancelled,PayPal,"456 Oak Ave, Los Angeles"
1354,538,273,2023-05-26,,381.17,,Delivered,Credit Card,"789 Pine Rd, Chicago"
1355,1428,360,,,182.24,,Delivered,Cash,"789 Pine Rd, Chicago"
1356,1194,238,,4.0,,,Shipped,Debit Card,"789 Pine Rd, Chicago"
1357,578,23,2024-08-21,,,,Cancelled,Cash,"789 Pine Rd, Chicago"
1358,2393,144,2024-06-29,,,,Shipped,Debit Card,"456 Oak Ave, Los Angeles"
1359,1337,376,2023-12-17,,,,Delivered,Debit Card,
1360,2472,14,2023-02-03,,130.53,,Cancelled,,"123 Main St, New York"
1361,914,281,2024-12-17,,,,Delivered,Credit Card,UNKNOWN
1362,2698,140,2023-03-27,,,,Processing,Cash,"123 Main St, New York"
1363,1401,331,,,,,Processing,,"123 Main St, New York"
1364,919,354,,,92.41,,Pending,,"123 Main St, New York"
1365,801,6,2023-08-21,,,,Processing,Crypto,"456 Oak Ave, Los Angeles"
1366,183,210,,,,,Processing,Cash,"456 Oak Ave, Los Angeles"
1367,2056,367,,,,,Cancelled,PayPal,"456 Oak Ave, Los Angeles"
1368,1829,285,2023-08-04,,,,Unknown,Cash,"789 Pine Rd, Chicago"
1369,1049,239,2024-02-04,,,,Unknown,Debit Card,
1370,205,66,2023-04-13,,120.31,,Processing,PayPal,"789 Pine Rd, Chicago"
1371,1987,478,2024-11-15,,,,Shipped,PayPal,"456 Oak Ave, Los Angeles"
1372,1203,201,,,,,Shipped,Credit Card,"456 Oak Ave, Los Angeles"
1373,33,147,,,,,Delivered,Cash,UNKNOWN
1374,687,18,2023-11-23,9.0,,,Delivered,,"456 Oak Ave, Los Angeles"
1375,2787,266,2023-10-23,,272.28,,Returned,Debit Card,
1376,287,104,2023-08-21,10.0,,,Processing,,
1377,779,263,2023-02-06,,,,Pending,Debit Card,
1378,1069,324,2024-03-25,,,,Cancelled,Cash,
1379,1372,241,2023-11-20,,,,Delivered,PayPal,
1380,1257,44,,,,,Cancelled,Debit Card,UNKNOWN
1381,1966,350,2024-09-29,,,,Delivered,Debit Card,"456 Oak Ave, Los Angeles"
1382,2557,46,,,,,Shipped,Cash,UNKNOWN
1383,2551,12,2023-08-21,1.0,,,Returned,PayPal,"123 Main St, New York"
1384,1105,426,2023-05-25,,,,Shipped,Credit Card,
1385,2519,122,2024-11-06,,,,Pending,Crypto,"789 Pine Rd, Chicago"
1386,2723,115,2024-02-26,,,,Delivered,Cash,"456 Oak Ave, Los Angeles"
1387,1170,69,2024-08-07,,73.76,,Shipped,Credit Card,"456 Oak Ave, Los Angeles"
1388,2261,464,,8.0,,,Processing,,"789 Pine Rd, Chicago"
1389,1742,256,2024-03-12,,,,Unknown,Credit Card,"123 Main St, New York"
1390,1098,157,2024-09-16,,322.75,,Returned,Credit Card,
1391,2065,36,2024-03-21,6.0,,,Shipped,Debit Card,"456 Oak Ave, Los Angeles"
1392,1336,19,2024-02-19,,,,Unknown,PayPal,
1393,1677,59,,1.0,,,Cancelled,Cash,"123 Main St, New York"
1394,1305,255,2024-06-28,3.0,,,Delivered,Crypto,
1395,2639,324,2023-03-05,,,,Returned,PayPal,UNKNOWN
1396,678,416,2023-03-30,,,,Cancelled,PayPal,"456 Oak Ave, Los Angeles"
1397,388,357,2024-10-11,,,,Cancelled,PayPal,
1398,897,46,2024-07-28,,,,Cancelled,Cash,UNKNOWN
1399,2075,19,2024-12-19,3.0,406.91,1220.73,Cancelled,PayPal,
1400,704,164,2024-10-17,,,,Delivered,Crypto,UNKNOWN
1401,675,112,2024-08-24,,,,Cancelled,Debit Card,"123 Main St, New York"
1402,611,322,2024-06-10,,117.56,,Shipped,Crypto,"123 Main St, New York"
1403,706,233,2023-09-07,5.0,,,Cancelled,Cash,
1404,632,89,2023-04-02,,406.87,,Delivered,Crypto,"123 Main St, New York"
1405,1682,413,2024-12-07,,,,Returned,Credit Card,UNKNOWN
1406,1999,187,2023-06-19,,,,Cancelled,PayPal,"789 Pine Rd, Chicago"
1407,729,408,2023-10-08,,,,Unknown,Credit Card,"123 Main St, New York"
1408,2925,179,,,,,Returned,Credit Card,"789 Pine Rd, Chicago"
1409,1251,354,2023-02-27,,,,Cancelled,Crypto,
1410,1303,427,,6.0,,,Delivered,,
1411,2560,274,2024-08-18,,,,Delivered,Crypto,UNKNOWN
1412,1771,486,,,,,Cancelled,,"456 Oak Ave, Los Angeles"
1413,598,485,2024-06-08,,,,Shipped,Cash,
1414,2464,72,,,280.95,,Pending,,"789 Pine Rd, Chicago"
1415,191,327,2024-03-01,,,,Shipped,Debit Card,"789 Pine Rd, Chicago"
1416,100,420,,,,,Processing,Credit Card,UNKNOWN
1417,2046,274,,2.0,67.28,134.56,Processing,Debit Card,
1418,85,262,2023-01-09,,,,Shipped,,"789 Pine Rd, Chicago"
1419,868,323,2023-06-05,,,,Shipped,PayPal,"789 Pine Rd, Chicago"
1420,1676,469,2024-01-30,8.0,,,Processing,Cash,"456 Oak Ave, Los Angeles"
1421,1247,342,2023-01-15,,,,Cancelled,Credit Card,"789 Pine Rd, Chicago"
1422,799,108,2024-10-03,3.0,,,Shipped,Crypto,"789 Pine Rd, Chicago"
1423,1889,182,2023-02-21,2.0,,,Processing,Cash,
1424,1835,33,,3.0,,,Processing,PayPal,"456 Oak Ave, Los Angeles"
1425,513,266,2023-03-20,3.0,,,Delivered,Cash,"123 Main St, New York"
1426,2887,411,2023-07-12,,25.1,,Cancelled,PayPal,"456 Oak Ave, Los Angeles"
1427,2385,288,2023-03-02,2.0,,,Shipped,PayPal,
1428,2443,399,2024-08-24,8.0,,,Delivered,Debit Card,"456 Oak Ave, Los Angeles"
1429,2935,63,,,,,Unknown,,"789 Pine Rd, Chicago"
1430,288,74,2024-01-08,9.0,,,Delivered,,"789 Pine Rd, Chicago"
1431,913,291,,,,,Processing,Credit Card,"789 Pine Rd, Chicago"
1432,1392,222,2024-09-30,,487.14,,Delivered,,
1433,1060,452,,,284.4,,Returned,PayPal,"456 Oak Ave, Los Angeles"
1434,1256,292,,,,,Pending,,
1435,213,402,,,,,Cancelled,Credit Card,
1436,2807,368,2024-05-24,,,,Delivered,,"789 Pine Rd, Chicago"
1437,955,20,2024-12-24,4.0,,,Returned,Credit Card,"123 Main St, New York"
1438,784,69,2023-11-17,,,,Processing,PayPal,UNKNOWN
1439,1546,447,,,27.27,,Returned,,
1440,1335,132,2024-03-07,,,,Processing,PayPal,"789 Pine Rd, Chicago"
1441,1106,301,2023-03-28,6.0,,,Delivered,PayPal,"789 Pine Rd, Chicago"
1442,611,483,,9.0,,,Processing,,
1443,2346,338,2023-04-27,6.0,,,Shipped,Crypto,
1444,195,386,2024-10-28,,,,Returned,Cash,"456 Oak Ave, Los Angeles"
1445,1693,128,2024-11-17,,,,Cancelled,Debit Card,
1446,1132,73,,,,,Processing,Cash,
1447,1504,275,2024-12-29,,,,Delivered,Debit Card,"789 Pine Rd, Chicago"
1448,2687,216,2024-05-10,,,,Delivered,Debit Card,UNKNOWN
1449,2126,222,,,,,Shipped,Credit Card,UNKNOWN
1450,435,459,,,,,Delivered,,"789 Pine Rd, Chicago"
1451,1423,34,2023-07-30,,,,Returned,Debit Card,"789 Pine Rd, Chicago"
1452,1277,172,,,,,Processing,Credit Card,UNKNOWN
1453,1629,271,2023-12-23,4.0,,,Shipped,,"123 Main St, New York"
1454,1909,215,2024-08-17,,,,Processing,Credit Card,UNKNOWN
1455,2396,228,2024-12-12,,41.44,,Pending,Debit Card,UNKNOWN
1456,2440,439,,2.0,405.98,811.96,Cancelled,Credit Card,"123 Main St, New York"
1457,1196,227,2023-07-30,,159.96,,Returned,Cash,
1458,2046,2,2024-10-14,,,,Processing,Cash,
1459,725,290,2023-06-01,,,,Pending,PayPal,UNKNOWN
1460,58,74,2024-09-09,,128.05,,Cancelled,Debit Card,"789 Pine Rd, Chicago"
1461,664,138,2023-07-03,,438.5,,Pending,PayPal,
1462,1381,235,2023-09-20,1.0,479.74,479.74,Processing,Credit Card,"789 Pine Rd, Chicago"
1463,1263,458,2023-12-27,,,,Processing,Credit Card,
1464,1959,313,2024-09-05,,,,Shipped,Debit Card,"789 Pine Rd, Chicago"
1465,674,231,2023-06-15,6.0,,,Cancelled,Cash,"123 Main St, New York"
1466,715,66,2024-01-12,,,,Returned,Debit Card,
1467,1117,294,,8.0,233.7,1869.6,Returned,,UNKNOWN
1468,1051,259,2024-10-21,1.0,,,Cancelled,Credit Card,UNKNOWN
1469,902,104,2024-04-15,4.0,,,Processing,Crypto,
1470,2373,379,2023-05-02,,,,Processing,,"789 Pine Rd, Chicago"
1471,1666,286,2023-12-27,,,,Pending,Cash,
1472,458,157,,,,,Processing,,UNKNOWN
1473,461,304,2024-10-19,,495.71,,Pending,Credit Card,
1474,1333,237,2024-05-03,,,,Processing,,"456 Oak Ave, Los Angeles"
1475,573,28,2024-11-09,,,,Cancelled,Crypto,"789 Pine Rd, Chicago"
1476,273,53,2024-11-20,2.0,139.4,278.8,Delivered,Debit Card,"123 Main St, New York"
1477,1549,159,2024-02-15,10.0,,,Delivered,Debit Card,
1478,1002,338,2023-05-19,,,,Processing,,"123 Main St, New York"
1479,1935,328,2024-05-19,,,,Cancelled,Debit Card,UNKNOWN
1480,2582,175,2023-06-01,,,,Shipped,PayPal,"456 Oak Ave, Los Angeles"
1481,1948,310,2023-01-31,1.0,,,Shipped,,"123 Main St, New York"
1482,510,210,2024-07-17,,466.5,,Shipped,,"123 Main St, New York"
1483,20,54,2023-10-26,,,,Cancelled,Debit Card,"456 Oak Ave, Los Angeles"
1484,1746,221,2023-04-15,3.0,,,Processing,,"456 Oak Ave, Los Angeles"
1485,352,339,,,152.0,,Returned,Crypto,"456 Oak Ave, Los Angeles"
1486,2070,91,2024-11-19,,93.89,,Processing,Credit Card,
1487,212,448,2024-11-17,,,,Cancelled,Credit Card,"789 Pine Rd, Chicago"
1488,173,317,2024-06-24,,,,Returned,Crypto,
1489,2970,10,2023-10-14,,,,Shipped,Crypto,UNKNOWN
1490,1995,394,2023-07-04,6.0,,,Shipped,Credit Card,
1491,2666,22,,8.0,,,Delivered,,"123 Main St, New York"
1492,2852,249,2024-03-09,,,,Delivered,Cash,"456 Oak Ave, Los Angeles"
1493,2199,29,2024-01-31,1.0,419.51,419.51,Delivered,Debit Card,
1494,1087,333,2024-02-28,,,,Returned,,"456 Oak Ave, Los Angeles"
1495,2407,436,2023-06-11,,434.08,,Processing,,
1496,841,24,2023-05-27,,,,Delivered,Debit Card,UNKNOWN
1497,561,351,2024-11-30,,,,Delivered,,UNKNOWN
1498,2669,356,,,,,Returned,PayPal,"456 Oak Ave, Los Angeles"
1499,1556,369,2023-10-22,,308.04,,Returned,Credit Card,"123 Main St, New York"
1500,713,406,2023-12-13,,,,Processing,Debit Card,UNKNOWN
1501,729,331,2024-01-21,,,,Cancelled,Cash,"456 Oak Ave, Los Angeles"
1502,1800,382,2024-11-25,,,,Processing,Crypto,
1503,209,288,2024-12-16,3.0,,,Delivered,Debit Card,"456 Oak Ave, Los Angeles"
1504,1518,394,2024-05-25,,449.7,,Returned,Cash,"456 Oak Ave, Los Angeles"
1505,262,218,,,,,Returned,PayPal,UNKNOWN
1506,1538,419,2024-03-31,,,,Delivered,Crypto,"123 Main St, New York"
1507,434,329,2023-03-29,,26.97,,Delivered,Debit Card,
1508,2408,218,,,,,Pending,,
1509,390,390,2023-06-29,2.0,104.29,208.58,Shipped,,"456 Oak Ave, Los Angeles"
1510,2489,493,,7.0,,,Shipped,Debit Card,
1511,2010,372,2023-06-20,9.0,,,Unknown,Cash,"789 Pine Rd, Chicago"
1512,1395,252,,,,,Returned,Debit Card,"789 Pine Rd, Chicago"
1513,719,481,2023-05-22,7.0,,,Cancelled,Debit Card,
1514,143,237,2023-08-05,4.0,,,Returned,Debit Card,"123 Main St, New York"
1515,2883,1,,4.0,,,Processing,Crypto,UNKNOWN
1516,2647,178,2023-10-30,,,,Processing,PayPal,"456 Oak Ave, Los Angeles"
1517,2186,294,2024-10-23,10.0,,,Pending,Cash,"123 Main St, New York"
1518,2279,209,2024-12-20,,230.55,,Delivered,Credit Card,"456 Oak Ave, Los Angeles"
1519,1939,78,2023-07-05,2.0,,,Delivered,Cash,"789 Pine Rd, Chicago"
1520,2748,98,,,,,Processing,PayPal,
1521,542,85,2023-07-26,,,,Cancelled,Debit Card,
1522,442,499,2024-07-14,,473.41,,Returned,Cash,"789 Pine Rd, Chicago"
1523,2873,145,,,,,Delivered,,
1524,205,370,2023-04-18,,,,Returned,PayPal,
1525,144,77,2024-08-25,5.0,,,Delivered,Credit Card,
1526,1414,1,2024-02-23,,315.46,,Delivered,,"123 Main St, New York"
1527,2379,193,2023-03-11,,369.67,,Cancelled,Crypto,"123 Main St, New York"
1528,1098,475,2024-02-16,,105.64,,Unknown,Crypto,"123 Main St, New York"
1529,2017,260,2023-02-25,4.0,,,Pending,,UNKNOWN
1530,1779,390,2023-10-20,,222.17,,Cancelled,Debit Card,
1531,344,355,2023-02-10,,,,Cancelled,Credit Card,"456 Oak Ave, Los Angeles"
1532,291,240,2023-04-03,,,,Shipped,Credit Card,"456 Oak Ave, Los Angeles"
1533,869,98,2024-01-19,10.0,,,Returned,Debit Card,"456 Oak Ave, Los Angeles"
1534,1932,488,2024-07-15,6.0,,,Delivered,Cash,
1535,462,278,2023-10-29,,,,Returned,Credit Card,"456 Oak Ave, Los Angeles"
1536,988,359,2023-07-15,,,,Pending,Debit Card,
1537,691,370,2024-12-19,,,,Shipped,Debit Card,"789 Pine Rd, Chicago"
1538,2192,197,,,,,Returned,PayPal,UNKNOWN
1539,206,102,2024-01-01,,,,Delivered,PayPal,"456 Oak Ave, Los Angeles"
1540,2248,465,,,,,Shipped,Debit Card,"123 Main St, New York"
1541,2290,298,2024-05-07,,,,Cancelled,,
1542,327,488,2023-08-23,,,,Pending,Debit Card,UNKNOWN
1543,2655,376,,,,,Pending,Debit Card,"456 Oak Ave, Los Angeles"
1544,45,69,,,,,Cancelled,Crypto,"789 Pine Rd, Chicago"
1545,2614,333,2024-04-07,5.0,,,Cancelled,PayPal,
1546,2760,384,2024-06-19,5.0,46.99,234.95,Returned,Debit Card,"789 Pine Rd, Chicago"
1547,862,283,,,,,Unknown,Crypto,
1548,330,498,2024-11-13,,116.06,,Pending,Credit Card,"456 Oak Ave, Los Angeles"
1549,1320,407,2023-06-18,1.0,,,Delivered,Cash,"123 Main St, New York"
1550,178,130,2024-09-01,,,,Returned,Debit Card,"456 Oak Ave, Los Angeles"
1551,1931,341,2023-03-02,6.0,,,Delivered,Debit Card,"456 Oak Ave, Los Angeles"
1552,338,260,2024-01-07,,,,Processing,Debit Card,"123 Main St, New York"
1553,682,151,2023-04-12,6.0,118.72,712.32,Shipped,PayPal,"456 Oak Ave, Los Angeles"
1554,2401,6,2024-01-15,,,,Cancelled,Cash,"456 Oak Ave, Los Angeles"
1555,2169,122,2024-01-29,,398.73,,Pending,,
1556,2542,423,2024-06-11,,,,Returned,Credit Card,"456 Oak Ave, Los Angeles"
1557,1323,473,2023-04-04,,497.48,,Delivered,Debit Card,"456 Oak Ave, Los Angeles"
1558,2376,219,2024-12-25,,,,Delivered,Credit Card,"123 Main St, New York"
1559,2439,396,2023-03-14,4.0,,,Returned,Debit Card,"789 Pine Rd, Chicago"
1560,331,170,,,,,Unknown,PayPal,"123 Main St, New York"
1561,516,435,2023-02-16,,,,Delivered,Cash,"789 Pine Rd, Chicago"
1562,520,232,2024-04-03,,252.59,,Cancelled,Credit Card,"456 Oak Ave, Los Angeles"
1563,2654,13,2023-05-06,,,,Processing,Credit Card,UNKNOWN
1564,658,136,2024-01-14,,,,Cancelled,PayPal,
1565,1751,338,,9.0,,,Returned,Crypto,
1566,29,220,2024-02-25,,,,Delivered,,
1567,2596,75,2023-09-24,,,,Pending,PayPal,
1568,547,441,2023-01-14,10.0,,,Delivered,PayPal,
1569,2178,418,2023-11-21,,357.16,,Cancelled,Credit Card,
1570,2938,381,,,,,Delivered,Crypto,"456 Oak Ave, Los Angeles"
1571,1076,437,,,480.02,,Cancelled,Cash,
1572,664,497,2024-12-30,1.0,8.69,8.69,Processing,PayPal,"789 Pine Rd, Chicago"
1573,2671,90,2024-04-20,,,,Shipped,Crypto,
1574,2015,112,,1.0,,,Delivered,Debit Card,"123 Main St, New York"
1575,1043,197,2023-07-15,,,,Delivered,Crypto,"789 Pine Rd, Chicago"
1576,2166,458,,,,,Cancelled,Crypto,
1577,1418,234,2024-12-08,,273.29,,Delivered,PayPal,"789 Pine Rd, Chicago"
1578,1613,469,,,,,Shipped,,"789 Pine Rd, Chicago"
1579,586,394,2024-09-13,,476.59,,Returned,,
1580,1794,231,2024-02-08,3.0,418.95,1256.85,Returned,Credit Card,UNKNOWN
1581,2033,304,2023-01-12,1.0,,,Returned,Crypto,
1582,799,55,2024-10-01,,250.03,,Returned,,"456 Oak Ave, Los Angeles"
1583,2035,319,2023-09-17,,342.7,,Shipped,Debit Card,UNKNOWN
1584,1428,105,2023-08-02,,176.06,,Delivered,PayPal,"789 Pine Rd, Chicago"
1585,2683,352,2024-08-12,,,,Processing,,
1586,1402,429,2023-08-03,3.0,,,Processing,,"456 Oak Ave, Los Angeles"
1587,2128,3,2023-05-28,,362.52,,Processing,Credit Card,
1588,805,233,2023-05-20,,205.76,,Cancelled,Cash,
1589,1276,352,2024-03-10,8.0,,,Delivered,Crypto,
1590,2192,245,2024-08-04,,235.61,,Cancelled,Crypto,UNKNOWN
1591,1823,25,2024-01-12,,,,Shipped,Cash,"789 Pine Rd, Chicago"
1592,813,237,,4.0,,,Pending,PayPal,
1593,1922,130,2024-01-04,5.0,,,Shipped,,
1594,904,350,,,426.31,,Pending,Debit Card,"456 Oak Ave, Los Angeles"
1595,1846,469,,,244.09,,Pending,Credit Card,"123 Main St, New York"
1596,1633,43,2023-08-07,2.0,376.98,753.96,Shipped,Credit Card,"456 Oak Ave, Los Angeles"
1597,1179,120,2023-06-19,,,,Cancelled,Debit Card,"789 Pine Rd, Chicago"
1598,1865,20,2024-09-24,6.0,,,Shipped,Debit Card,UNKNOWN
1599,273,168,2024-06-26,,,,Processing,Credit Card,"789 Pine Rd, Chicago"
1600,865,66,,,,,Processing,Cash,UNKNOWN
1601,6,132,2024-09-23,,,,Shipped,,UNKNOWN
1602,831,85,,7.0,206.05,1442.35,Unknown,Cash,
1603,1528,76,,,,,Processing,,UNKNOWN
1604,2500,10,2024-10-07,,,,Cancelled,,UNKNOWN
1605,249,155,,,143.11,,Processing,PayPal,
1606,2568,199,2023-08-25,5.0,125.68,628.4,Unknown,Credit Card,"789 Pine Rd, Chicago"
1607,2513,65,2024-11-26,1.0,,,Shipped,Credit Card,
1608,1189,489,2023-04-28,,,,Shipped,Crypto,UNKNOWN
1609,1411,451,,,434.34,,Cancelled,Debit Card,"789 Pine Rd, Chicago"
1610,254,449,2024-12-23,,,,Pending,PayPal,UNKNOWN
1611,713,462,2023-07-28,,397.85,,Returned,,"123 Main St, New York"
1612,2452,257,2024-10-16,9.0,,,Processing,PayPal,
1613,2414,363,,5.0,,,Cancelled,Crypto,"456 Oak Ave, Los Angeles"
1614,841,392,2024-03-03,,,,Returned,Credit Card,"789 Pine Rd, Chicago"
1615,2100,61,2024-01-01,,,,Cancelled,Crypto,
1616,1118,84,,,,,Returned,PayPal,
1617,711,192,2024-08-30,,,,Returned,PayPal,"123 Main St, New York"
1618,2937,353,2023-10-03,,,,Cancelled,Credit Card,
1619,2744,288,2023-07-08,,,,Processing,PayPal,"789 Pine Rd, Chicago"
1620,1972,498,2024-08-05,,,,Returned,,
1621,2308,118,2024-02-13,2.0,,,Delivered,Crypto,
1622,410,374,2023-01-31,,,,Delivered,,"123 Main St, New York"
1623,1444,284,2023-06-24,9.0,,,Returned,PayPal,"456 Oak Ave, Los Angeles"
1624,2073,267,2023-08-21,,,,Processing,,
1625,1418,194,2024-04-23,,,,Shipped,Crypto,"456 Oak Ave, Los Angeles"
1626,2096,331,2024-09-09,6.0,,,Shipped,Debit Card,"456 Oak Ave, Los Angeles"
1627,28,68,2023-09-20,,,,Cancelled,Credit Card,"123 Main St, New York"
1628,2979,309,2023-05-23,,,,Unknown,Credit Card,"789 Pine Rd, Chicago"
1629,1855,236,2023-10-29,,,,Cancelled,,"789 Pine Rd, Chicago"
1630,2769,419,2024-05-27,3.0,,,Processing,Cash,"789 Pine Rd, Chicago"
1631,1461,227,2024-03-29,,415.46,,Shipped,Crypto,"456 Oak Ave, Los Angeles"
1632,2311,168,2023-12-15,,20.23,,Cancelled,Credit Card,UNKNOWN
1633,1650,204,,,,,Delivered,PayPal,
1634,1300,27,2024-02-25,9.0,,,Unknown,Crypto,
1635,2823,30,2024-08-01,4.0,100.43,401.72,Unknown,PayPal,"789 Pine Rd, Chicago"
1636,946,211,2023-10-13,9.0,,,Cancelled,PayPal,"123 Main St, New York"
1637,2021,1,,,175.8,,Pending,Credit Card,
1638,2318,11,2023-09-13,5.0,,,Cancelled,Credit Card,"123 Main St, New York"
1639,825,323,2023-03-08,,,,Cancelled,,"456 Oak Ave, Los Angeles"
1640,1154,172,2024-10-05,,,,Shipped,Debit Card,"456 Oak Ave, Los Angeles"
1641,403,353,2023-03-04,,,,Processing,Credit Card,"789 Pine Rd, Chicago"
1642,217,450,2024-01-06,,,,Unknown,Crypto,
1643,2843,260,,,11.17,,Unknown,Cash,
1644,1541,494,2023-04-23,,,,Shipped,Credit Card,
1645,1735,498,,,241.39,,Unknown,Credit Card,"123 Main St, New York"
1646,2152,7,2023-11-16,,,,Shipped,,"789 Pine Rd, Chicago"
1647,33,277,2024-08-09,,,,Shipped,PayPal,"123 Main St, New York"
1648,2348,34,2024-08-17,,,,Cancelled,Crypto,
1649,169,363,2023-12-27,8.0,,,Processing,Credit Card,
1650,1516,312,,3.0,,,Processing,Credit Card,
1651,2673,98,2023-11-03,,,,Shipped,Crypto,
1652,2507,130,2024-06-05,,48.19,,Shipped,,
1653,358,434,2023-10-08,,,,Cancelled,Debit Card,"789 Pine Rd, Chicago"
1654,1379,491,2024-01-08,,,,Pending,Credit Card,
1655,192,161,2023-10-01,,,,Shipped,,
1656,2321,125,2023-04-19,,,,Delivered,Credit Card,"123 Main St, New York"
1657,1144,162,,,37.33,,Cancelled,Cash,
1658,2682,39,2024-09-24,,,,Delivered,PayPal,"789 Pine Rd, Chicago"
1659,2715,215,2023-05-17,,,,Processing,Credit Card,
1660,100,332,2024-11-25,,,,Shipped,,"123 Main St, New York"
1661,2639,474,2024-07-17,,,,Pending,Credit Card,
1662,1559,369,,,,,Shipped,Debit Card,UNKNOWN
1663,2611,132,2024-09-17,,414.34,,Cancelled,Credit Card,"789 Pine Rd, Chicago"
1664,2139,242,,,,,Shipped,Debit Card,
1665,1405,440,2024-09-11,,,,Processing,Debit Card,"123 Main St, New York"
1666,2910,6,2024-03-10,,,,Unknown,Credit Card,"123 Main St, New York"
1667,354,4,2024-12-22,4.0,470.24,1880.96,Pending,PayPal,"789 Pine Rd, Chicago"
1668,590,164,2024-06-26,6.0,,,Pending,Debit Card,"789 Pine Rd, Chicago"
1669,536,467,2024-06-26,,,,Processing,Credit Card,"123 Main St, New York"
1670,2883,306,2024-07-29,3.0,,,Cancelled,Credit Card,UNKNOWN
1671,2674,243,2024-10-26,,169.43,,Shipped,Crypto,
1672,2758,307,2023-02-19,,,,Cancelled,Crypto,
1673,767,448,,,,,Delivered,,"789 Pine Rd, Chicago"
1674,335,425,2023-02-21,,,,Delivered,Crypto,"789 Pine Rd, Chicago"
1675,503,262,2024-01-08,,268.46,,Shipped,,UNKNOWN
1676,1536,215,2023-10-19,,,,Processing,,"456 Oak Ave, Los Angeles"
1677,1053,450,2024-09-08,,,,Delivered,Cash,"123 Main St, New York"
1678,48,173,2024-09-21,,,,Delivered,Debit Card,"456 Oak Ave, Los Angeles"
