customer_id,name,email,phone,city,state,country,signup_date,age,membership
1540,Emma Johnson,jane@test.com,(555) 123-4567,New York,IL,USA,01/22/2024,,Unknown
611,John Smith,,555.123.4567,Los Angeles,NY,USA,2024-12-27,47.0,Free
1297,John Smith,,000-000-0000,Los Angeles,WA,USA,2023-08-15,,Premium
912,Bob Wilson,jane@test.com,000-000-0000,Los Angeles,CA,Unknown,1715970600.0,,Free
2711,Lisa Anderson,,555.123.4567,Los Angeles,NY,USA,2023-01-16,,Premium
1547,Jane Doe,alice@gmail.com,,Unknown,NY,Unknown,1713551400.0,,Bronze
1966,Unknown,john@email.com,+1-555-123-4567,Los Angeles,Unknown,USA,13-Dec-2024,,Unknown
712,Unknown,,N/A,Chicago,CA,Unknown,2024-03-14,68.0,Gold
1343,James Taylor,,,New York,IL,USA,2023-05-16,,Free
2400,Charlie Davis,,,New York,NY,USA,2023-10-07,,Free
655,Emma Johnson,john@email.com,N/A,Los Angeles,Unknown,USA,18-Jun-2023,34.0,Silver
2313,Unknown,,+1-555-123-4567,San Francisco,NY,USA,2024-12-08,79.0,Silver
1356,Charlie Davis,john@email.com,555-123-4567,Unknown,IL,USA,,80.0,Silver
2502,Jane Doe,,N/A,Chicago,WA,Unknown,2023-05-29,,Premium
1593,Lisa Anderson,,+1-555-123-4567,Los Angeles,IL,Unknown,1689013800.0,,Gold
1223,Emma Johnson,,N/A,Chicago,CA,USA,2024-01-07,,Unknown
540,David Garcia,john@email.com,555.123.4567,New York,IL,USA,2023-10-07,72.0,Premium
2723,Jane Doe,jane@test.com,555.123.4567,New York,CA,USA,2024-11-02,,Free
2116,Sarah Miller,,,New York,WA,Unknown,01-Feb-2023,,Gold
3000,Lisa Anderson,,555.123.4567,Chicago,CA,USA,,59.0,Premium
1149,John Smith,alice@gmail.com,,Chicago,Unknown,Unknown,2023-07-05,51.0,Bronze
12,Lisa Anderson,bob@company.com,,Chicago,CA,USA,1693593000.0,,Unknown
381,Lisa Anderson,,+1-555-123-4567,New York,Unknown,USA,,,Free
2510,Emma Johnson,,555.123.4567,Houston,TX,Unknown,1711650600.0,,Bronze
1803,Sarah Miller,bob@company.com,000-000-0000,Los Angeles,TX,USA,01/21/2023,,Bronze
446,Charlie Davis,,555-123-4567,Unknown,WA,USA,,,Bronze
1461,Lisa Anderson,,555.123.4567,Unknown,NY,USA,05/28/2023,,Gold
2964,Charlie Davis,john@email.com,N/A,Houston,CA,USA,,56.0,Silver
1851,John Smith,,5551234567,New York,TX,USA,12/26/2024,60.0,Free
1221,Michael Lee,john@email.com,+1-555-123-4567,New York,NY,USA,1692988200.0,,Silver
1047,Unknown,bob@company.com,000-000-0000,Seattle,NY,USA,2023-05-05,,Free
1776,Unknown,,+1-555-123-4567,New York,TX,USA,05-Mar-2024,,Premium
2716,James Taylor,alice@gmail.com,555.123.4567,Seattle,TX,Unknown,03/28/2024,,Gold
993,Emma Johnson,alice@gmail.com,000-000-0000,Los Angeles,Unknown,USA,2024-08-07,,Free
2093,David Garcia,jane@test.com,INVALID,New York,IL,USA,01/16/2024,,Bronze
921,Unknown,bob@company.com,,Unknown,TX,USA,2024-07-14,,Premium
2654,Unknown,jane@test.com,(555) 123-4567,San Francisco,WA,USA,,80.0,Silver
2027,Sarah Miller,,555.123.4567,Chicago,CA,USA,,,Free
992,James Taylor,,N/A,Chicago,WA,USA,08/09/2024,,Silver
36,Alice Brown,john@email.com,(555) 123-4567,New York,NY,USA,1724005800.0,29.0,Unknown
2454,John Smith,,,San Francisco,CA,USA,26-Sep-2023,61.0,Silver
75,John Smith,alice@gmail.com,N/A,Los Angeles,Unknown,USA,,,Free
1986,Emma Johnson,jane@test.com,000-000-0000,Los Angeles,IL,USA,2024-02-06,,Unknown
2944,David Garcia,bob@company.com,555.123.4567,New York,Unknown,USA,2023-10-31,,Silver
2843,Emma Johnson,,INVALID,Seattle,NY,USA,2023-08-10,,Silver
1162,John Smith,,555.123.4567,Chicago,NY,Unknown,2024-11-21,,Premium
2481,Charlie Davis,jane@test.com,555.123.4567,Unknown,NY,USA,10-Aug-2023,,Bronze
2090,Sarah Miller,jane@test.com,555.123.4567,Chicago,NY,USA,,,Bronze
2677,Jane Doe,,,New York,WA,USA,02/12/2024,,Unknown
1409,David Garcia,,INVALID,Chicago,IL,USA,2023-01-09,,Unknown
1799,Michael Lee,,5551234567,Chicago,IL,USA,2024-12-06,,Unknown
1063,Jane Doe,,INVALID,New York,NY,USA,07/22/2023,,Bronze
2113,Unknown,jane@test.com,INVALID,Unknown,WA,Unknown,2024-04-23,,Gold
1915,Jane Doe,,,New York,Unknown,USA,13-Feb-2023,,Free
1766,Jane Doe,john@email.com,+1-555-123-4567,Houston,TX,USA,2023-01-10,,Premium
2273,Bob Wilson,john@email.com,5551234567,New York,WA,USA,,,Gold
209,Alice Brown,,(555) 123-4567,Seattle,CA,USA,04/02/2023,,Gold
815,Jane Doe,alice@gmail.com,5551234567,San Francisco,CA,USA,06-Oct-2023,,Gold
721,James Taylor,,555.123.4567,Chicago,TX,USA,2024-02-17,,Bronze
1969,Lisa Anderson,bob@company.com,555.123.4567,Houston,TX,USA,2023-08-21,,Silver
1283,Unknown,jane@test.com,,New York,NY,USA,14-Sep-2024,,Bronze
365,John Smith,,(555) 123-4567,Unknown,NY,USA,1725993000.0,61.0,Free
273,Lisa Anderson,,000-000-0000,Chicago,CA,USA,05/21/2023,25.0,Gold
241,Michael Lee,,555.123.4567,Chicago,CA,USA,03-May-2024,33.0,Bronze
159,Jane Doe,,,Los Angeles,NY,USA,,50.0,Free
2293,Jane Doe,,000-000-0000,Los Angeles,IL,USA,23-Aug-2023,,Silver
351,John Smith,,000-000-0000,Unknown,CA,Unknown,03/04/2023,73.0,Free
2118,Lisa Anderson,jane@test.com,N/A,Unknown,CA,USA,2024-09-23,51.0,Free
1364,Alice Brown,,555.123.4567,New York,WA,USA,2024-07-25,,Gold
724,Michael Lee,alice@gmail.com,INVALID,Houston,NY,USA,1704393000.0,,Silver
330,David Garcia,,555.123.4567,Seattle,CA,USA,,57.0,Premium
919,John Smith,,(555) 123-4567,Los Angeles,Unknown,USA,,61.0,Bronze
1413,John Smith,,555.123.4567,Houston,IL,USA,2024-06-24,,Premium
1711,John Smith,,(555) 123-4567,Seattle,Unknown,USA,1678213800.0,,Silver
1847,John Smith,john@email.com,N/A,San Francisco,IL,USA,09/30/2024,,Gold
626,Emma Johnson,alice@gmail.com,+1-555-123-4567,Los Angeles,WA,USA,02/02/2023,40.0,Gold
2078,Alice Brown,,555-123-4567,Chicago,CA,USA,09/25/2023,,Free
1719,John Smith,jane@test.com,555.123.4567,Unknown,CA,USA,,,Free
1636,Charlie Davis,,,New York,Unknown,USA,11/28/2024,,Gold
2371,James Taylor,,,New York,CA,USA,1686162600.0,58.0,Free
2883,Emma Johnson,john@email.com,N/A,Los Angeles,IL,USA,03/23/2024,,Unknown
2996,Charlie Davis,,N/A,New York,CA,Unknown,,72.0,Silver
2526,John Smith,alice@gmail.com,,Los Angeles,Unknown,USA,,,Silver
1697,John Smith,,,Houston,CA,USA,09/22/2024,,Premium
2157,Sarah Miller,john@email.com,5551234567,New York,Unknown,USA,10-Jan-2024,,Unknown
1598,Jane Doe,john@email.com,,Chicago,CA,USA,2024-09-22,,Unknown
2138,Bob Wilson,jane@test.com,INVALID,Chicago,IL,Unknown,2023-08-08,,Silver
699,Emma Johnson,,,Los Angeles,TX,Unknown,11/17/2024,,Unknown
2,John Smith,alice@gmail.com,555-123-4567,Chicago,IL,USA,2024-06-28,,Gold
283,John Smith,,+1-555-123-4567,Unknown,WA,USA,2024-07-08,,Unknown
2858,Emma Johnson,bob@company.com,,Los Angeles,CA,USA,1699900200.0,65.0,Premium
2358,Jane Doe,bob@company.com,N/A,Unknown,CA,Unknown,,,Free
1840,John Smith,,5551234567,New York,CA,USA,2024-07-16,,Silver
837,Alice Brown,,5551234567,Chicago,WA,USA,2024-07-28,,Silver
2665,Jane Doe,,000-000-0000,New York,NY,USA,1685817000.0,,Bronze
609,Emma Johnson,alice@gmail.com,000-000-0000,New York,CA,USA,10-Oct-2023,22.0,Gold
2975,John Smith,,+1-555-123-4567,Chicago,WA,USA,12/15/2024,21.0,Free
1542,Jane Doe,,INVALID,Los Angeles,NY,USA,,77.0,Bronze
57,David Garcia,,(555) 123-4567,Chicago,Unknown,Unknown,1731781800.0,,Free
271,Lisa Anderson,,INVALID,Chicago,Unknown,USA,04/17/2023,37.0,Free
1838,Jane Doe,bob@company.com,5551234567,New York,TX,USA,2023-04-22,77.0,Premium
166,John Smith,,5551234567,Unknown,WA,Unknown,,78.0,Bronze
278,Unknown,alice@gmail.com,555.123.4567,San Francisco,CA,USA,,,Silver
482,David Garcia,,5551234567,Unknown,WA,USA,,,Free
689,Charlie Davis,alice@gmail.com,N/A,New York,TX,USA,,,Bronze
2491,Alice Brown,bob@company.com,000-000-0000,Los Angeles,CA,USA,05-Jul-2024,,Free
269,David Garcia,john@email.com,000-000-0000,Unknown,Unknown,USA,17-Apr-2023,44.0,Silver
1040,John Smith,,,New York,IL,USA,21-Aug-2024,33.0,Free
1258,Jane Doe,john@email.com,000-000-0000,Houston,NY,USA,21-Jul-2023,26.0,Bronze
1407,Sarah Miller,,+1-555-123-4567,Los Angeles,Unknown,Unknown,,,Free
2125,David Garcia,alice@gmail.com,N/A,San Francisco,CA,USA,11/08/2024,73.0,Gold
1927,John Smith,alice@gmail.com,+1-555-123-4567,New York,NY,USA,1690914600.0,46.0,Silver
1154,James Taylor,,N/A,Los Angeles,CA,USA,,,Bronze
1147,Unknown,,N/A,Los Angeles,CA,USA,2023-12-13,19.0,Gold
519,Jane Doe,,+1-555-123-4567,Unknown,TX,Unknown,12/26/2023,,Unknown
507,Lisa Anderson,,,Seattle,NY,USA,25-Aug-2024,,Gold
487,Unknown,john@email.com,,Los Angeles,CA,USA,1707330600.0,,Unknown
505,John Smith,,5551234567,Los Angeles,Unknown,USA,05-Jun-2024,51.0,Bronze
2021,Alice Brown,john@email.com,N/A,Chicago,CA,USA,09/18/2024,58.0,Premium
892,John Smith,,,Unknown,Unknown,USA,,,Gold
1002,Unknown,,+1-555-123-4567,New York,WA,Unknown,2023-02-20,,Bronze
200,Sarah Miller,jane@test.com,(555) 123-4567,Los Angeles,WA,USA,,25.0,Gold
586,Michael Lee,,(555) 123-4567,Seattle,CA,USA,30-Nov-2024,56.0,Free
922,Unknown,bob@company.com,,Los Angeles,NY,USA,1692988200.0,68.0,Gold
1318,John Smith,,,San Francisco,CA,Unknown,1726857000.0,71.0,Free
2410,John Smith,,+1-555-123-4567,Chicago,NY,USA,11-May-2023,29.0,Gold
1999,Lisa Anderson,john@email.com,(555) 123-4567,New York,NY,USA,10-May-2023,24.0,Bronze
1721,Alice Brown,,(555) 123-4567,Los Angeles,TX,USA,1712687400.0,,Bronze
2590,Emma Johnson,,000-000-0000,Chicago,WA,Unknown,2023-12-23,,Bronze
2518,Michael Lee,,555-123-4567,New York,CA,USA,02/29/2024,,Bronze
1918,Jane Doe,,555.123.4567,Chicago,IL,USA,,,Premium
2873,John Smith,,555.123.4567,Unknown,CA,USA,10-May-2024,46.0,Silver
1397,John Smith,bob@company.com,,New York,CA,Unknown,2024-04-19,56.0,Gold
161,Charlie Davis,,555.123.4567,Unknown,Unknown,USA,2024-08-18,,Bronze
840,Sarah Miller,john@email.com,555.123.4567,Los Angeles,CA,USA,2024-09-29,,Free
2462,Lisa Anderson,,000-000-0000,Houston,Unknown,USA,2024-10-04,,Bronze
2855,John Smith,,5551234567,Unknown,NY,USA,,74.0,Free
865,Sarah Miller,bob@company.com,INVALID,Chicago,CA,Unknown,2024-03-26,,Gold
356,John Smith,,555.123.4567,New York,NY,USA,1705948200.0,,Bronze
2139,James Taylor,bob@company.com,000-000-0000,Unknown,Unknown,USA,21-Dec-2023,,Free
1657,Charlie Davis,jane@test.com,INVALID,Houston,TX,USA,2024-06-29,,Premium
499,John Smith,,,Seattle,IL,USA,1709577000.0,,Premium
512,Emma Johnson,,555-123-4567,Chicago,CA,USA,2023-01-07,,Unknown
2917,John Smith,john@email.com,555.123.4567,Los Angeles,NY,USA,06/29/2024,,Silver
1751,David Garcia,bob@company.com,,Los Angeles,NY,USA,2024-03-09,,Silver
658,Sarah Miller,john@email.com,N/A,Seattle,WA,USA,07/20/2024,,Free
1850,Sarah Miller,,+1-555-123-4567,Los Angeles,IL,USA,2024-01-01,,Free
2002,Sarah Miller,,555.123.4567,New York,CA,Unknown,07/13/2023,,Premium
2582,Jane Doe,,N/A,Los Angeles,TX,USA,2023-06-19,,Free
1653,Alice Brown,,N/A,Los Angeles,NY,USA,,,Silver
1445,James Taylor,bob@company.com,,Los Angeles,NY,USA,1694543400.0,,Gold
310,David Garcia,,(555) 123-4567,Unknown,TX,USA,1695580200.0,,Bronze
2619,David Garcia,,555-123-4567,Unknown,Unknown,USA,2023-02-04,,Unknown
1392,Jane Doe,,N/A,Chicago,IL,USA,2024-02-01,,Gold
103,James Taylor,bob@company.com,N/A,Chicago,NY,USA,,,Unknown
479,Jane Doe,,N/A,San Francisco,WA,USA,07/15/2023,74.0,Bronze
1178,Jane Doe,jane@test.com,555-123-4567,New York,CA,USA,,,Silver
1806,Alice Brown,,555.123.4567,San Francisco,Unknown,Unknown,05/23/2023,,Bronze
2700,David Garcia,,5551234567,Houston,WA,USA,1725388200.0,42.0,Gold
2146,John Smith,,5551234567,Unknown,CA,USA,2023-03-07,58.0,Free
2184,Jane Doe,bob@company.com,INVALID,New York,TX,USA,09/25/2024,,Premium
2033,Bob Wilson,john@email.com,555.123.4567,Chicago,CA,USA,2023-06-18,,Unknown
1710,Alice Brown,john@email.com,INVALID,New York,CA,USA,2024-12-27,79.0,Premium
1278,Sarah Miller,john@email.com,000-000-0000,New York,CA,USA,2024-09-19,63.0,Free
434,Jane Doe,,,Unknown,TX,USA,1724524200.0,18.0,Bronze
1912,Unknown,,N/A,Unknown,TX,USA,08-Nov-2024,,Free
450,Michael Lee,bob@company.com,(555) 123-4567,Los Angeles,Unknown,Unknown,2024-02-15,45.0,Silver
759,Unknown,alice@gmail.com,+1-555-123-4567,Unknown,IL,Unknown,16-Sep-2024,39.0,Bronze
2910,Unknown,jane@test.com,000-000-0000,New York,CA,USA,,,Gold
120,Sarah Miller,jane@test.com,5551234567,Chicago,IL,USA,,74.0,Unknown
313,Sarah Miller,,INVALID,Unknown,TX,USA,1683311400.0,,Unknown
652,Unknown,jane@test.com,N/A,Los Angeles,WA,USA,2023-03-01,,Unknown
89,Bob Wilson,alice@gmail.com,N/A,Chicago,CA,USA,14-Jan-2023,,Gold
1441,John Smith,john@email.com,555-123-4567,Unknown,Unknown,USA,2024-10-19,,Unknown
2691,Unknown,bob@company.com,555-123-4567,Unknown,IL,USA,,,Free
2692,James Taylor,jane@test.com,INVALID,Unknown,IL,USA,,,Premium
1218,Charlie Davis,bob@company.com,(555) 123-4567,New York,CA,USA,,74.0,Silver
2227,Alice Brown,,555.123.4567,Los Angeles,TX,Unknown,2024-01-22,,Gold
2563,John Smith,jane@test.com,,Seattle,WA,USA,21-Mar-2024,,Gold
173,Michael Lee,bob@company.com,(555) 123-4567,New York,IL,USA,2023-11-08,31.0,Gold
2605,Jane Doe,,,Los Angeles,TX,USA,28-Mar-2023,,Premium
470,James Taylor,alice@gmail.com,,New York,WA,USA,,,Silver
2261,Unknown,,555.123.4567,Chicago,WA,USA,1694457000.0,71.0,Gold
2221,Michael Lee,,555-123-4567,New York,WA,USA,13-Jan-2023,,Bronze
277,John Smith,alice@gmail.com,000-000-0000,Seattle,Unknown,USA,,,Free
2270,Michael Lee,john@email.com,N/A,Unknown,TX,USA,2024-05-26,,Gold
2789,Jane Doe,john@email.com,,Unknown,Unknown,USA,2024-03-28,,Bronze
2150,John Smith,alice@gmail.com,,Unknown,CA,USA,2023-03-20,,Premium
1709,John Smith,,INVALID,Chicago,NY,USA,1701282600.0,25.0,Gold
1465,Sarah Miller,,INVALID,Los Angeles,NY,USA,1726165800.0,,Free
298,Emma Johnson,,555-123-4567,Los Angeles,WA,USA,19-May-2023,,Free
256,David Garcia,jane@test.com,,Unknown,NY,Unknown,1712082600.0,,Gold
2768,Unknown,alice@gmail.com,,Unknown,TX,Unknown,2023-01-28,,Unknown
543,Lisa Anderson,bob@company.com,,Houston,CA,USA,02/04/2023,,Premium
483,Unknown,bob@company.com,000-000-0000,Seattle,Unknown,USA,1726338600.0,,Unknown
192,Unknown,,INVALID,Chicago,CA,USA,11/26/2024,,Premium
2765,Jane Doe,,,San Francisco,TX,USA,1711305000.0,,Gold
2253,Unknown,john@email.com,,Unknown,IL,USA,1730313000.0,,Gold
2876,John Smith,,,Unknown,CA,USA,07-Feb-2023,75.0,Silver
149,Bob Wilson,,+1-555-123-4567,Chicago,WA,USA,1727029800.0,,Gold
170,Jane Doe,,+1-555-123-4567,Unknown,IL,USA,2024-02-24,41.0,Unknown
888,Unknown,john@email.com,000-000-0000,New York,Unknown,USA,1726511400.0,,Gold
1934,Michael Lee,,,San Francisco,NY,USA,2024-05-01,70.0,Free
2415,Jane Doe,john@email.com,N/A,Chicago,TX,USA,1707589800.0,,Gold
978,John Smith,,INVALID,Unknown,Unknown,Unknown,06/02/2023,58.0,Bronze
2566,Emma Johnson,alice@gmail.com,,Seattle,CA,USA,2023-05-19,19.0,Premium
1177,Jane Doe,bob@company.com,+1-555-123-4567,Unknown,Unknown,USA,01/23/2024,,Free
2232,Sarah Miller,john@email.com,000-000-0000,San Francisco,NY,USA,2023-04-26,19.0,Silver
163,Jane Doe,john@email.com,+1-555-123-4567,Houston,CA,USA,1693593000.0,46.0,Silver
2498,James Taylor,,5551234567,Unknown,NY,USA,1678041000.0,,Free
243,John Smith,,,Chicago,CA,USA,13-Oct-2024,,Bronze
2295,Charlie Davis,,+1-555-123-4567,Unknown,NY,USA,2024-04-06,78.0,Silver
673,Jane Doe,,(555) 123-4567,San Francisco,CA,USA,1730313000.0,61.0,Gold
640,John Smith,jane@test.com,555.123.4567,New York,WA,USA,13-Apr-2024,,Bronze
2137,Alice Brown,,N/A,New York,CA,USA,06/29/2023,,Bronze
1426,Charlie Davis,,,Houston,CA,USA,,,Bronze
2871,Bob Wilson,john@email.com,+1-555-123-4567,Unknown,TX,USA,,,Silver
843,David Garcia,,N/A,Seattle,IL,USA,,,Gold
1813,John Smith,,5551234567,Chicago,Unknown,USA,02-Aug-2024,,Free
107,John Smith,,+1-555-123-4567,Unknown,TX,USA,1695839400.0,,Gold
684,John Smith,,555-123-4567,Seattle,WA,USA,1684521000.0,50.0,Free
1294,James Taylor,,INVALID,Chicago,Unknown,USA,2024-08-24,,Bronze
981,Lisa Anderson,john@email.com,000-000-0000,Seattle,Unknown,USA,02/21/2023,,Premium
1996,Emma Johnson,alice@gmail.com,,Los Angeles,NY,USA,08/19/2024,73.0,Premium
2781,Bob Wilson,alice@gmail.com,555.123.4567,Unknown,TX,Unknown,07/12/2024,,Bronze
1537,John Smith,john@email.com,+1-555-123-4567,Unknown,WA,USA,21-Nov-2023,21.0,Gold
1541,John Smith,,555-123-4567,New York,IL,USA,,,Silver
1097,John Smith,jane@test.com,+1-555-123-4567,Houston,TX,USA,1696962600.0,47.0,Unknown
2496,Jane Doe,,555.123.4567,Unknown,NY,USA,,,Free
175,David Garcia,,(555) 123-4567,Chicago,NY,USA,2023-08-18,,Silver
2225,John Smith,john@email.com,,Chicago,NY,USA,,,Gold
1470,Unknown,john@email.com,000-000-0000,Houston,NY,USA,2023-08-28,,Silver
1139,John Smith,bob@company.com,000-000-0000,New York,TX,USA,2023-11-19,,Silver
931,Alice Brown,jane@test.com,,New York,CA,Unknown,10/25/2024,,Free
2066,John Smith,,555.123.4567,New York,CA,USA,,,Silver
576,Charlie Davis,john@email.com,,Unknown,TX,USA,2023-11-13,,Unknown
957,David Garcia,bob@company.com,555.123.4567,Houston,NY,USA,08/06/2023,,Free
2145,Lisa Anderson,,000-000-0000,New York,IL,USA,18-Feb-2023,,Premium
623,Jane Doe,,555-123-4567,New York,IL,USA,2024-02-29,58.0,Gold
1268,James Taylor,,N/A,Los Angeles,IL,USA,04-Nov-2023,,Unknown
2376,Alice Brown,,5551234567,Chicago,CA,USA,,71.0,Free
2968,Lisa Anderson,john@email.com,555-123-4567,Unknown,CA,USA,,,Premium
2285,Jane Doe,,,Seattle,NY,USA,,57.0,Gold
2591,Lisa Anderson,john@email.com,N/A,Unknown,Unknown,USA,03-Oct-2024,,Unknown
45,John Smith,,(555) 123-4567,New York,TX,Unknown,18-Apr-2023,,Unknown
2785,David Garcia,,,Los Angeles,WA,Unknown,1734028200.0,66.0,Bronze
1739,Unknown,john@email.com,555.123.4567,Chicago,IL,USA,2024-02-23,,Gold
2332,Jane Doe,alice@gmail.com,(555) 123-4567,Seattle,CA,USA,,62.0,Premium
426,Unknown,john@email.com,000-000-0000,Los Angeles,NY,USA,03/16/2023,,Bronze
2974,Unknown,john@email.com,N/A,Chicago,IL,USA,2024-08-02,,Silver
584,Jane Doe,,555-123-4567,Unknown,TX,USA,1723314600.0,,Gold
2174,Charlie Davis,,555.123.4567,Chicago,NY,USA,1680114600.0,,Free
1475,James Taylor,,(555) 123-4567,New York,TX,USA,2023-02-19,,Bronze
770,Alice Brown,,555.123.4567,New York,CA,USA,2023-06-05,,Premium
1953,Charlie Davis,jane@test.com,555.123.4567,New York,NY,USA,01/31/2023,57.0,Unknown
451,Jane Doe,john@email.com,INVALID,Los Angeles,TX,USA,2024-10-12,74.0,Gold
1582,Michael Lee,,,New York,TX,USA,2024-03-25,40.0,Free
883,Charlie Davis,john@email.com,5551234567,New York,IL,USA,27-Jun-2023,,Gold
2130,Jane Doe,,(555) 123-4567,Unknown,WA,USA,08/30/2023,,Bronze
2852,David Garcia,john@email.com,555.123.4567,Los Angeles,CA,USA,2024-04-03,79.0,Free
989,Charlie Davis,bob@company.com,+1-555-123-4567,Unknown,WA,USA,12-Jul-2024,,Unknown
2940,Bob Wilson,,N/A,Seattle,CA,Unknown,,45.0,Free
991,Lisa Anderson,,555.123.4567,New York,NY,USA,1691519400.0,,Gold
605,James Taylor,,5551234567,Chicago,TX,Unknown,2024-09-25,31.0,Free
1699,Unknown,bob@company.com,555-123-4567,Los Angeles,NY,USA,06/28/2023,,Free
754,Jane Doe,jane@test.com,+1-555-123-4567,New York,NY,USA,1728412200.0,65.0,Premium
2976,Bob Wilson,john@email.com,(555) 123-4567,Chicago,TX,USA,2023-06-23,,Gold
952,Bob Wilson,,+1-555-123-4567,Chicago,TX,USA,14-Jun-2024,,Unknown
167,Charlie Davis,jane@test.com,,Unknown,WA,USA,11/02/2023,,Free
1928,David Garcia,,INVALID,New York,TX,USA,1724265000.0,41.0,Bronze
2365,Jane Doe,jane@test.com,+1-555-123-4567,Los Angeles,CA,USA,09/04/2023,,Premium
1656,Jane Doe,jane@test.com,000-000-0000,Unknown,Unknown,Unknown,2023-09-01,45.0,Silver
2884,Charlie Davis,bob@company.com,,Chicago,Unknown,USA,2023-01-27,,Silver
121,Charlie Davis,,(555) 123-4567,Chicago,CA,USA,2024-04-05,,Unknown
1025,Michael Lee,john@email.com,(555) 123-4567,Unknown,NY,USA,1699554600.0,,Free
236,John Smith,,,Houston,TX,USA,,55.0,Premium
1660,Jane Doe,,N/A,New York,TX,USA,2023-10-07,,Gold
726,Sarah Miller,alice@gmail.com,555.123.4567,Chicago,CA,Unknown,2024-09-12,,Free
1571,Sarah Miller,bob@company.com,(555) 123-4567,San Francisco,IL,USA,15-Jul-2024,,Gold
74,John Smith,alice@gmail.com,+1-555-123-4567,New York,IL,USA,2023-05-28,,Unknown
263,John Smith,jane@test.com,,Seattle,TX,USA,2023-03-14,,Silver
687,David Garcia,,N/A,Houston,IL,USA,04-Jan-2023,75.0,Silver
467,Charlie Davis,jane@test.com,INVALID,Unknown,NY,USA,20-Oct-2024,19.0,Silver
1463,Emma Johnson,,INVALID,Unknown,TX,USA,1675017000.0,,Silver
1887,Unknown,,,Unknown,IL,USA,2024-08-30,55.0,Bronze
128,Michael Lee,,,New York,Unknown,USA,2024-12-19,,Silver
1903,Jane Doe,john@email.com,N/A,New York,NY,USA,1734719400.0,,Silver
2194,Sarah Miller,,INVALID,New York,Unknown,USA,16-Sep-2024,,Unknown
1399,David Garcia,,,Unknown,CA,USA,,,Bronze
134,Unknown,alice@gmail.com,INVALID,Chicago,CA,USA,1717439400.0,,Unknown
2309,Jane Doe,,,Unknown,WA,USA,08-Jun-2024,,Gold
2473,Jane Doe,john@email.com,N/A,Los Angeles,NY,USA,2023-01-29,,Bronze
1241,James Taylor,alice@gmail.com,(555) 123-4567,New York,Unknown,USA,,34.0,Premium
2259,John Smith,,000-000-0000,Houston,WA,USA,2024-11-05,,Free
1071,Bob Wilson,bob@company.com,N/A,Unknown,NY,Unknown,2024-06-23,,Unknown
735,Alice Brown,john@email.com,+1-555-123-4567,Los Angeles,CA,USA,28-Jan-2023,79.0,Gold
2198,James Taylor,john@email.com,+1-555-123-4567,Los Angeles,NY,Unknown,2024-06-01,,Silver
1373,David Garcia,alice@gmail.com,555-123-4567,New York,NY,USA,30-Jan-2023,,Free
2317,John Smith,,,Chicago,CA,USA,2023-06-18,,Gold
1833,Alice Brown,,+1-555-123-4567,Los Angeles,TX,USA,05/03/2024,80.0,Free
2409,Unknown,bob@company.com,5551234567,Chicago,CA,Unknown,2024-03-08,,Gold
37,Michael Lee,,+1-555-123-4567,Unknown,IL,USA,2023-10-10,53.0,Premium
750,Jane Doe,,555.123.4567,San Francisco,Unknown,USA,2023-11-27,,Premium
870,Charlie Davis,,5551234567,Chicago,TX,Unknown,,,Free
731,Unknown,bob@company.com,5551234567,New York,NY,USA,2024-10-02,54.0,Bronze
387,Unknown,,+1-555-123-4567,Seattle,NY,USA,2024-11-10,,Gold
942,James Taylor,,INVALID,New York,CA,USA,2023-04-04,,Free
2291,Unknown,,000-000-0000,Chicago,NY,USA,2024-03-01,33.0,Unknown
2913,Jane Doe,alice@gmail.com,5551234567,Unknown,CA,USA,2024-04-14,,Bronze
255,Sarah Miller,,555-123-4567,Chicago,NY,USA,,76.0,Bronze
2763,Unknown,jane@test.com,555-123-4567,New York,CA,Unknown,2024-06-08,72.0,Gold
2073,Sarah Miller,bob@company.com,,Chicago,CA,USA,2023-12-01,,Free
1269,James Taylor,bob@company.com,N/A,Los Angeles,Unknown,Unknown,,,Free
534,John Smith,,INVALID,Los Angeles,CA,USA,02/01/2023,,Premium
674,John Smith,john@email.com,,Unknown,TX,USA,2024-08-21,27.0,Premium
744,Unknown,,INVALID,Unknown,CA,USA,1721845800.0,,Free
463,Sarah Miller,,(555) 123-4567,Chicago,TX,USA,2024-08-27,72.0,Gold
1062,Jane Doe,,555.123.4567,Chicago,CA,USA,,19.0,Premium
899,Jane Doe,jane@test.com,555-123-4567,Unknown,Unknown,USA,,,Free
2193,Jane Doe,,555.123.4567,New York,CA,USA,08/30/2023,,Free
2558,Bob Wilson,,N/A,New York,TX,USA,2024-05-28,,Unknown
2003,David Garcia,,N/A,Los Angeles,Unknown,USA,,,Free
1621,John Smith,jane@test.com,N/A,Los Angeles,IL,USA,,,Free
1220,Bob Wilson,,,Los Angeles,Unknown,Unknown,,,Free
2688,Lisa Anderson,john@email.com,INVALID,Seattle,TX,USA,2024-11-21,,Unknown
589,Jane Doe,,N/A,Chicago,CA,USA,29-May-2023,,Bronze
22,John Smith,jane@test.com,555-123-4567,Los Angeles,CA,USA,,80.0,Free
2364,Jane Doe,john@email.com,+1-555-123-4567,Chicago,NY,Unknown,10/18/2024,,Silver
2268,Unknown,,,Unknown,IL,Unknown,2023-03-31,,Free
